,sent_file,token,lemma,from,to,semtag,output
10553,pmb-4.0.0/data/en/gold/p98/d2756/en.drs.xml,"['He', 'hit', 'the', ""bull's-eye"", '.']","['male', 'hit', 'the', ""bull's~eye"", '.']","[0, 3, 7, 11, 21]","[2, 6, 10, 21, 22]","['PRO', 'EPS', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'hit', '; ', 'DEF: ', 'the', '; ', 'CON: ', ""bull's-eye"", '; ', 'NIL: ', '.']"
6040,pmb-4.0.0/data/en/gold/p47/d0858/en.drs.xml,"['His', 'bicycle', 'is', 'blue', '.']","['male', 'bicycle', 'be', 'blue', '.']","[0, 4, 12, 15, 19]","[3, 11, 14, 19, 20]","['HAS', 'CON', 'NOW', 'COL', 'NIL']","['HAS: ', 'His', '; ', 'CON: ', 'bicycle', '; ', 'NOW: ', 'is', '; ', 'COL: ', 'blue', '; ', 'NIL: ', '.']"
3869,pmb-4.0.0/data/en/gold/p24/d2838/en.drs.xml,"['ø', 'Tom', 'is', 'drunk', '.']","['ø', 'tom', 'be', 'drunk', '.']","[0, 0, 4, 7, 12]","[-1, 3, 6, 12, 13]","['DEF', 'PER', 'NOW', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'drunk', '; ', 'NIL: ', '.']"
8694,pmb-4.0.0/data/en/gold/p78/d1419/en.drs.xml,"['I', 'exaggerated', '.']","['speaker', 'exaggerate', '.']","[0, 2, 13]","[1, 13, 14]","['PRO', 'EPS', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'exaggerated', '; ', 'NIL: ', '.']"
5540,pmb-4.0.0/data/en/gold/p41/d1541/en.drs.xml,"['He', ""'s"", 'addicted', 'to', 'ø', 'drugs', '.']","['male', 'be', 'addicted', 'to', 'ø', 'drug', '.']","[0, 2, 5, 14, 17, 17, 22]","[2, 4, 13, 16, -1, 22, 23]","['PRO', 'NOW', 'IST', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'NOW: ', ""'s"", '; ', 'IST: ', 'addicted', '; ', 'REL: ', 'to', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'drugs', '; ', 'NIL: ', '.']"
1869,pmb-4.0.0/data/en/gold/p09/d0933/en.drs.xml,"['ø', 'Tom', 'does', ""n't"", 'own', 'a', 'credit~card', '.']","['ø', 'tom', 'do', 'not', 'own', 'a', 'credit~card', '.']","[0, 0, 4, 8, 12, 16, 18, 29]","[-1, 3, 8, 11, 15, 17, 29, 30]","['DEF', 'PER', 'NOW', 'NOT', 'EXS', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'does', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'own', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'credit~card', '; ', 'NIL: ', '.']"
6342,pmb-4.0.0/data/en/gold/p50/d1728/en.drs.xml,"['A', 'fire', 'broke', 'out', 'in', 'the', 'middle', 'of', 'the', 'city', '.']","['a', 'fire', 'break~out', 'out', 'in', 'the', 'middle', 'of', 'the', 'city', '.']","[0, 2, 7, 13, 17, 20, 24, 31, 34, 38, 42]","[1, 6, 12, 16, 19, 23, 30, 33, 37, 42, 43]","['DIS', 'CON', 'EPS', 'REL', 'REL', 'DEF', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['DIS: ', 'A', '; ', 'CON: ', 'fire', '; ', 'EPS: ', 'broke', '; ', 'REL: ', 'out', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'middle', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'city', '; ', 'NIL: ', '.']"
900,pmb-4.0.0/data/en/gold/p03/d1881/en.drs.xml,"['I', ""'m"", 'allergic', 'to', 'ø', 'gluten', '.']","['speaker', 'be', 'allergic', 'to', 'ø', 'gluten', '.']","[0, 1, 4, 13, 16, 16, 22]","[1, 3, 12, 15, -1, 22, 23]","['PRO', 'NOW', 'IST', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'IST: ', 'allergic', '; ', 'REL: ', 'to', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'gluten', '; ', 'NIL: ', '.']"
4126,pmb-4.0.0/data/en/gold/p27/d0835/en.drs.xml,"['His', 'office', 'is', 'located', 'in', 'the', 'center', 'of', 'the', 'town', '.']","['male', 'office', 'be', 'located', 'in', 'the', 'center', 'of', 'the', 'town', '.']","[0, 4, 11, 14, 22, 25, 29, 36, 39, 43, 47]","[3, 10, 13, 21, 24, 28, 35, 38, 42, 47, 48]","['HAS', 'CON', 'NOW', 'IST', 'REL', 'DEF', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['HAS: ', 'His', '; ', 'CON: ', 'office', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'located', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'center', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'town', '; ', 'NIL: ', '.']"
9519,pmb-4.0.0/data/en/gold/p87/d2198/en.drs.xml,"['All~of~a~sudden', ',', 'a', 'fire', 'broke', 'out', 'in', 'the', 'movie~theater', '.']","['all~of~a~sudden', ',', 'a', 'fire', 'break~out', 'out', 'in', 'the', 'movie~theater', '.']","[0, 15, 17, 19, 24, 30, 34, 37, 41, 54]","[15, 16, 18, 23, 29, 33, 36, 40, 54, 55]","['IST', 'NIL', 'DIS', 'CON', 'EPS', 'REL', 'REL', 'DEF', 'CON', 'NIL']","['IST: ', 'All~of~a~sudden', '; ', 'NIL: ', ',', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'fire', '; ', 'EPS: ', 'broke', '; ', 'REL: ', 'out', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'movie~theater', '; ', 'NIL: ', '.']"
9738,pmb-4.0.0/data/en/gold/p90/d0822/en.drs.xml,"['I', 'do', ""n't"", 'remember', 'his', 'name', '.']","['speaker', 'do', 'not', 'remember', 'male', 'name', '.']","[0, 2, 4, 8, 17, 21, 25]","[1, 4, 7, 16, 20, 25, 26]","['PRO', 'NOW', 'NOT', 'EXS', 'HAS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'do', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'remember', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'name', '; ', 'NIL: ', '.']"
9847,pmb-4.0.0/data/en/gold/p90/d3102/en.drs.xml,"['They', 'started', 'shooting', '.']","['person', 'start', 'shoot', '.']","[0, 5, 13, 21]","[4, 12, 21, 22]","['PRO', 'EPS', 'EXG', 'NIL']","['PRO: ', 'They', '; ', 'EPS: ', 'started', '; ', 'EXG: ', 'shooting', '; ', 'NIL: ', '.']"
3670,pmb-4.0.0/data/en/gold/p22/d2603/en.drs.xml,"['She', 'sobbed', 'heavily', '.']","['female', 'sob', 'heavily', '.']","[0, 4, 11, 18]","[3, 10, 18, 19]","['PRO', 'EPS', 'IST', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'sobbed', '; ', 'IST: ', 'heavily', '; ', 'NIL: ', '.']"
5844,pmb-4.0.0/data/en/gold/p44/d2753/en.drs.xml,"['All', 'of', 'us', 'stared', 'at', 'her', '.']","['person', 'of', 'speaker', 'stare', 'at', 'female', '.']","[0, 4, 7, 10, 17, 20, 23]","[3, 6, 9, 16, 19, 23, 24]","['AND', 'REL', 'PRO', 'EPS', 'REL', 'PRO', 'NIL']","['AND: ', 'All', '; ', 'REL: ', 'of', '; ', 'PRO: ', 'us', '; ', 'EPS: ', 'stared', '; ', 'REL: ', 'at', '; ', 'PRO: ', 'her', '; ', 'NIL: ', '.']"
5953,pmb-4.0.0/data/en/gold/p46/d0762/en.drs.xml,"['ø', 'Hubble', 'discovers', 'ø', 'black~holes', '.']","['ø', 'hubble', 'discover', 'ø', 'black~hole', '.']","[0, 0, 7, 17, 17, 28]","[-1, 6, 16, -1, 28, 29]","['DEF', 'ART', 'ENS', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'ART: ', 'Hubble', '; ', 'ENS: ', 'discovers', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'black~holes', '; ', 'NIL: ', '.']"
5495,pmb-4.0.0/data/en/gold/p40/d2942/en.drs.xml,"['There', ""'s"", 'a', 'famous', 'book', 'in', 'ø', 'English', 'whose', 'entire', 'last', 'chapter', 'is', 'a', 'single', 'sentence', '.']","['there', 'be', 'a', 'famous', 'book', 'in', 'ø', 'english', 'entity', 'entire', 'last', 'chapter', 'be', 'a', 'single', 'sentence', '.']","[0, 5, 8, 10, 17, 22, 25, 25, 33, 39, 46, 51, 59, 62, 64, 71, 79]","[5, 7, 9, 16, 21, 24, -1, 32, 38, 45, 50, 58, 61, 63, 70, 79, 80]","['NIL', 'ENS', 'DIS', 'IST', 'CON', 'REL', 'DIS', 'CON', 'HAS', 'IST', 'IST', 'CON', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['NIL: ', 'There', '; ', 'ENS: ', ""'s"", '; ', 'DIS: ', 'a', '; ', 'IST: ', 'famous', '; ', 'CON: ', 'book', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'English', '; ', 'HAS: ', 'whose', '; ', 'IST: ', 'entire', '; ', 'IST: ', 'last', '; ', 'CON: ', 'chapter', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'single', '; ', 'CON: ', 'sentence', '; ', 'NIL: ', '.']"
5459,pmb-4.0.0/data/en/gold/p40/d2392/en.drs.xml,"['This', 'book', 'is', 'so', 'difficult', 'that', 'I', 'ca', ""n't"", 'read', 'it', '.']","['this', 'book', 'be', 'so', 'difficult', 'that', 'speaker', 'can', 'not', 'read', 'entity', '.']","[0, 5, 10, 13, 16, 26, 31, 33, 35, 39, 44, 46]","[4, 9, 12, 15, 25, 30, 32, 35, 38, 43, 46, 47]","['PRX', 'CON', 'NOW', 'INT', 'IST', 'SUB', 'PRO', 'POS', 'NOT', 'EXS', 'PRO', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'book', '; ', 'NOW: ', 'is', '; ', 'INT: ', 'so', '; ', 'IST: ', 'difficult', '; ', 'SUB: ', 'that', '; ', 'PRO: ', 'I', '; ', 'POS: ', 'ca', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'read', '; ', 'PRO: ', 'it', '; ', 'NIL: ', '.']"
5550,pmb-4.0.0/data/en/gold/p41/d1786/en.drs.xml,"['He', 'hates', 'ø', 'secrets', '.']","['male', 'hate', 'ø', 'secret', '.']","[0, 3, 9, 9, 16]","[2, 8, -1, 16, 17]","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'hates', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'secrets', '; ', 'NIL: ', '.']"
4976,pmb-4.0.0/data/en/gold/p35/d2791/en.drs.xml,"['ø', 'Tom', 'dialed', 'ø', '911', '.']","['ø', 'tom', 'dial', 'ø', '911', '.']","[0, 0, 4, 11, 11, 14]","[-1, 3, 10, -1, 14, 15]","['DEF', 'PER', 'EPS', 'DEF', 'CTC', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'dialed', '; ', 'DEF: ', 'ø', '; ', 'CTC: ', '911', '; ', 'NIL: ', '.']"
2199,pmb-4.0.0/data/en/gold/p10/d3009/en.drs.xml,"['What', 'month', 'is', 'this', '?']","['entity', 'month', 'be', 'entity', '?']","[0, 5, 11, 14, 18]","[4, 10, 13, 18, 19]","['QUE', 'CON', 'ENS', 'PRX', 'QUE']","['QUE: ', 'What', '; ', 'CON: ', 'month', '; ', 'ENS: ', 'is', '; ', 'PRX: ', 'this', '; ', 'QUE: ', '?']"
2904,pmb-4.0.0/data/en/gold/p16/d1392/en.drs.xml,"['What', 'book', 'did', 'ø', 'Rachel~Carson', 'write', 'in', 'ø', '1962', '?']","['entity', 'book', 'do', 'ø', 'rachel~carson', 'write', 'in', 'ø', '1962', '?']","[0, 5, 10, 14, 14, 28, 34, 37, 37, 41]","[4, 9, 13, -1, 27, 33, 36, -1, 41, 42]","['QUE', 'CON', 'PST', 'DEF', 'PER', 'EXS', 'REL', 'DEF', 'YOC', 'QUE']","['QUE: ', 'What', '; ', 'CON: ', 'book', '; ', 'PST: ', 'did', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Rachel~Carson', '; ', 'EXS: ', 'write', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'YOC: ', '1962', '; ', 'QUE: ', '?']"
10129,pmb-4.0.0/data/en/gold/p94/d0956/en.drs.xml,"['She', 'plays', 'ø', 'tennis', 'every', 'day', '.']","['female', 'play', 'ø', 'tennis', 'every', 'day', '.']","[0, 4, 10, 10, 17, 23, 26]","[3, 9, -1, 16, 22, 26, 27]","['PRO', 'ENS', 'DIS', 'CON', 'AND', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'ENS: ', 'plays', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'tennis', '; ', 'AND: ', 'every', '; ', 'CON: ', 'day', '; ', 'NIL: ', '.']"
8790,pmb-4.0.0/data/en/gold/p79/d1465/en.drs.xml,"['ø', 'Tom', 'had', 'both', 'of', 'his', 'socks', 'on', 'inside~out', '.']","['ø', 'tom', 'have~on', 'both', 'of', 'male', 'sock', 'on', 'inside~out', '.']","[0, 0, 4, 8, 13, 16, 20, 26, 29, 39]","[-1, 3, 7, 12, 15, 19, 25, 28, 39, 40]","['DEF', 'PER', 'EPS', 'AND', 'REL', 'HAS', 'CON', 'REL', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'had', '; ', 'AND: ', 'both', '; ', 'REL: ', 'of', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'socks', '; ', 'REL: ', 'on', '; ', 'IST: ', 'inside~out', '; ', 'NIL: ', '.']"
9802,pmb-4.0.0/data/en/gold/p90/d2273/en.drs.xml,"['This', 'novel', 'is', ""n't"", 'as', 'good', 'as', 'his', 'last', 'one', '.']","['this', 'novel', 'be', 'not', 'as', 'good', 'as', 'male', 'last', 'novel', '.']","[0, 5, 11, 13, 17, 20, 25, 28, 32, 37, 40]","[4, 10, 13, 16, 19, 24, 27, 31, 36, 40, 41]","['PRX', 'CON', 'NOW', 'NOT', 'EQU', 'IST', 'REL', 'HAS', 'IST', 'CON', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'novel', '; ', 'NOW: ', 'is', '; ', 'NOT: ', ""n't"", '; ', 'EQU: ', 'as', '; ', 'IST: ', 'good', '; ', 'EQU: ', 'as', '; ', 'HAS: ', 'his', '; ', 'IST: ', 'last', '; ', 'CON: ', 'one', '; ', 'NIL: ', '.']"
4019,pmb-4.0.0/data/en/gold/p26/d0950/en.drs.xml,"['The', 'medicine', 'tastes', 'bitter', '.']","['the', 'medicine', 'taste', 'bitter', '.']","[0, 4, 13, 20, 26]","[3, 12, 19, 26, 27]","['DEF', 'CON', 'ENS', 'IST', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'medicine', '; ', 'ENS: ', 'tastes', '; ', 'IST: ', 'bitter', '; ', 'NIL: ', '.']"
3532,pmb-4.0.0/data/en/gold/p21/d1983/en.drs.xml,"['It', ""'s"", 'a', 'riveting', 'story', '.']","['entity', 'be', 'a', 'riveting', 'story', '.']","[0, 2, 5, 7, 16, 21]","[2, 4, 6, 15, 21, 22]","['PRO', 'ENS', 'DIS', 'EXG', 'CON', 'NIL']","['PRO: ', 'It', '; ', 'ENS: ', ""'s"", '; ', 'DIS: ', 'a', '; ', 'EXG: ', 'riveting', '; ', 'CON: ', 'story', '; ', 'NIL: ', '.']"
4225,pmb-4.0.0/data/en/gold/p28/d0816/en.drs.xml,"['I', 'once', 'worked', 'in', 'a', 'restaurant', '.']","['speaker', 'once', 'work', 'in', 'a', 'restaurant', '.']","[0, 2, 7, 14, 17, 19, 29]","[1, 6, 13, 16, 18, 29, 30]","['PRO', 'NIL', 'EPS', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NIL: ', 'once', '; ', 'EPS: ', 'worked', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'restaurant', '; ', 'NIL: ', '.']"
6216,pmb-4.0.0/data/en/gold/p49/d0954/en.drs.xml,"['He', 'complained', 'about', 'the', 'noise', '.']","['male', 'complain', 'about', 'the', 'noise', '.']","[0, 3, 14, 20, 24, 29]","[2, 13, 19, 23, 29, 30]","['PRO', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'complained', '; ', 'REL: ', 'about', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'noise', '; ', 'NIL: ', '.']"
399,pmb-4.0.0/data/en/gold/p00/d3351/en.drs.xml,"['ø', 'Tom', ""'s"", 'eyes', 'are', 'red', ',', 'and', 'he', 'looks', 'very', 'tired', '.']","['ø', 'tom', ""'s"", 'eye', 'be', 'red', ',', 'and', 'male', 'look', 'very', 'tired', '.']","[0, 0, 3, 6, 11, 15, 18, 20, 24, 27, 33, 38, 43]","[-1, 3, 5, 10, 14, 18, 19, 23, 26, 32, 37, 43, 44]","['DEF', 'PER', 'HAS', 'CON', 'NOW', 'COL', 'NIL', 'COO', 'PRO', 'ENS', 'INT', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'HAS: ', ""'s"", '; ', 'CON: ', 'eyes', '; ', 'NOW: ', 'are', '; ', 'COL: ', 'red', '; ', 'NIL: ', ',', '; ', 'COO: ', 'and', '; ', 'PRO: ', 'he', '; ', 'ENS: ', 'looks', '; ', 'INT: ', 'very', '; ', 'IST: ', 'tired', '; ', 'NIL: ', '.']"
4781,pmb-4.0.0/data/en/gold/p33/d2145/en.drs.xml,"['She', 'wept', 'bitterly', '.']","['female', 'weep', 'bitterly', '.']","[0, 4, 9, 17]","[3, 8, 17, 18]","['PRO', 'EPS', 'IST', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'wept', '; ', 'IST: ', 'bitterly', '; ', 'NIL: ', '.']"
7138,pmb-4.0.0/data/en/gold/p59/d2986/en.drs.xml,"['ø', 'Tom', 'was', 'trapped', 'in', 'the', 'cave', 'for', 'ø', 'three', 'days', '.']","['ø', 'tom', 'be', 'trap', 'in', 'the', 'cave', 'for', 'ø', '3', 'day', '.']","[0, 0, 4, 8, 16, 19, 23, 28, 32, 32, 38, 42]","[-1, 3, 7, 15, 18, 22, 27, 31, -1, 37, 42, 43]","['DEF', 'PER', 'PST', 'EXS', 'REL', 'DEF', 'CON', 'REL', 'DIS', 'QUC', 'UOM', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'trapped', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'cave', '; ', 'REL: ', 'for', '; ', 'DEF: ', 'ø', '; ', 'QUC: ', 'three', '; ', 'UOM: ', 'days', '; ', 'NIL: ', '.']"
5554,pmb-4.0.0/data/en/gold/p41/d1865/en.drs.xml,"['I', ""'m"", 'not', 'happy', 'with', 'my', 'looks', '.']","['speaker', 'be', 'not', 'happy', 'with', 'speaker', 'look', '.']","[0, 1, 4, 8, 14, 19, 22, 27]","[1, 3, 7, 13, 18, 21, 27, 28]","['PRO', 'NOW', 'NOT', 'IST', 'REL', 'HAS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'NOT: ', 'not', '; ', 'IST: ', 'happy', '; ', 'REL: ', 'with', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'looks', '; ', 'NIL: ', '.']"
6088,pmb-4.0.0/data/en/gold/p47/d2671/en.drs.xml,"['ø', 'Tom', 'is', 'impartial', '.']","['ø', 'tom', 'be', 'impartial', '.']","[0, 0, 4, 7, 16]","[-1, 3, 6, 16, 17]","['DEF', 'PER', 'NOW', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'impartial', '; ', 'NIL: ', '.']"
8116,pmb-4.0.0/data/en/gold/p70/d3105/en.drs.xml,"['He', 'is', 'going', 'to', 'the', 'concert', '.']","['male', 'be', 'go', 'to', 'the', 'concert', '.']","[0, 3, 6, 12, 15, 19, 26]","[2, 5, 11, 14, 18, 26, 27]","['PRO', 'NOW', 'EXG', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'going', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'concert', '; ', 'NIL: ', '.']"
3104,pmb-4.0.0/data/en/gold/p18/d0920/en.drs.xml,"['He', 'lives', 'in', 'a', 'huge', 'house', '.']","['male', 'live', 'in', 'a', 'huge', 'house', '.']","[0, 3, 9, 12, 14, 19, 24]","[2, 8, 11, 13, 18, 24, 25]","['PRO', 'ENS', 'REL', 'DIS', 'IST', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'lives', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'huge', '; ', 'CON: ', 'house', '; ', 'NIL: ', '.']"
3514,pmb-4.0.0/data/en/gold/p21/d1559/en.drs.xml,"['This', 'flower', 'is', 'a', 'kind', 'of', 'ø', 'rose', '.']","['this', 'flower', 'be', 'a', 'entity', 'of', 'ø', 'rose', '.']","[0, 5, 12, 15, 17, 22, 25, 25, 29]","[4, 11, 14, 16, 21, 24, -1, 29, 30]","['PRX', 'CON', 'ENS', 'DIS', 'CON', 'REL', 'DIS', 'CON', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'flower', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'kind', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'rose', '; ', 'NIL: ', '.']"
1127,pmb-4.0.0/data/en/gold/p04/d2285/en.drs.xml,"['I', 'brush', 'my', 'teeth', 'with', 'a', 'toothbrush', '.']","['speaker', 'brush', 'speaker', 'tooth', 'with', 'a', 'toothbrush', '.']","[0, 2, 8, 11, 17, 22, 24, 34]","[1, 7, 10, 16, 21, 23, 34, 35]","['PRO', 'ENS', 'HAS', 'CON', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'brush', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'teeth', '; ', 'REL: ', 'with', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'toothbrush', '; ', 'NIL: ', '.']"
297,pmb-4.0.0/data/en/gold/p00/d2572/en.drs.xml,"['This', 'story', 'does', ""n't"", 'have', 'a', 'happy', 'ending', '.']","['entity', 'story', 'do', 'not', 'have', 'a', 'happy', 'ending', '.']","[0, 5, 11, 15, 19, 24, 26, 32, 38]","[4, 10, 15, 18, 23, 25, 31, 38, 39]","['PRX', 'CON', 'NOW', 'NOT', 'EXS', 'DIS', 'IST', 'CON', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'story', '; ', 'NOW: ', 'does', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'have', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'happy', '; ', 'CON: ', 'ending', '; ', 'NIL: ', '.']"
9770,pmb-4.0.0/data/en/gold/p90/d1506/en.drs.xml,"['To', 'whom', 'does', 'this', 'umbrella', 'belong', '?']","['to', 'person', 'do', 'this', 'umbrella', 'belong', '?']","[0, 3, 8, 13, 18, 27, 33]","[2, 7, 12, 17, 26, 33, 34]","['REL', 'QUE', 'NOW', 'PRX', 'CON', 'EXS', 'QUE']","['REL: ', 'To', '; ', 'QUE: ', 'whom', '; ', 'NOW: ', 'does', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'umbrella', '; ', 'EXS: ', 'belong', '; ', 'QUE: ', '?']"
8463,pmb-4.0.0/data/en/gold/p75/d1580/en.drs.xml,"['She', 'shook', 'her', 'head', '.']","['female', 'shake', 'female', 'head', '.']","[0, 4, 10, 14, 18]","[3, 9, 13, 18, 19]","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'shook', '; ', 'HAS: ', 'her', '; ', 'CON: ', 'head', '; ', 'NIL: ', '.']"
6668,pmb-4.0.0/data/en/gold/p53/d2341/en.drs.xml,"['She', 'kicked', 'him', '.']","['female', 'kick', 'male', '.']","[0, 4, 11, 14]","[3, 10, 14, 15]","['PRO', 'EPS', 'PRO', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'kicked', '; ', 'PRO: ', 'him', '; ', 'NIL: ', '.']"
7025,pmb-4.0.0/data/en/gold/p58/d1526/en.drs.xml,"['If', 'the', 'ceiling', 'fell', ',', 'he', 'would', 'be', 'crushed', '.']","['if', 'the', 'ceiling', 'fall', ',', 'male', 'would', 'be', 'crush', '.']","[0, 3, 7, 15, 19, 21, 24, 30, 33, 40]","[2, 6, 14, 19, 20, 23, 29, 32, 40, 41]","['SUB', 'DEF', 'CON', 'EPS', 'NIL', 'PRO', 'FUT', 'NIL', 'EXS', 'NIL']","['SUB: ', 'If', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'ceiling', '; ', 'EPS: ', 'fell', '; ', 'NIL: ', ',', '; ', 'PRO: ', 'he', '; ', 'FUT: ', 'would', '; ', 'NIL: ', 'be', '; ', 'EXS: ', 'crushed', '; ', 'NIL: ', '.']"
2777,pmb-4.0.0/data/en/gold/p15/d0895/en.drs.xml,"['I', ""'m"", 'taller', 'than', 'him', '.']","['speaker', 'be', 'tall', 'than', 'male', '.']","[0, 1, 4, 11, 16, 19]","[1, 3, 10, 15, 19, 20]","['PRO', 'NOW', 'MOR', 'REL', 'PRO', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'MOR: ', 'taller', '; ', 'REL: ', 'than', '; ', 'PRO: ', 'him', '; ', 'NIL: ', '.']"
5614,pmb-4.0.0/data/en/gold/p42/d0945/en.drs.xml,"['I', ""'ll"", 'eat', 'the', 'apple', '.']","['speaker', 'will', 'eat', 'the', 'apple', '.']","[0, 1, 5, 9, 13, 18]","[1, 4, 8, 12, 18, 19]","['PRO', 'FUT', 'EXS', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'FUT: ', ""'ll"", '; ', 'EXS: ', 'eat', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'apple', '; ', 'NIL: ', '.']"
8705,pmb-4.0.0/data/en/gold/p78/d1839/en.drs.xml,"['He', 'resented', 'that', 'she', 'was', 'dating', 'his', 'brother', '.']","['male', 'resent', 'that', 'female', 'be', 'date', 'male', 'brother', '.']","[0, 3, 12, 17, 21, 25, 32, 36, 43]","[2, 11, 16, 20, 24, 31, 35, 43, 44]","['PRO', 'EPS', 'SUB', 'PRO', 'PST', 'EXG', 'HAS', 'ROL', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'resented', '; ', 'SUB: ', 'that', '; ', 'PRO: ', 'she', '; ', 'PST: ', 'was', '; ', 'EXG: ', 'dating', '; ', 'HAS: ', 'his', '; ', 'ROL: ', 'brother', '; ', 'NIL: ', '.']"
